Name,Area: posneg_MZ25_36_25230101131_1.raw (F1),Area: posneg_MZ25_36_25230101131_2.raw (F2),Area: posneg_MZ25_36_25230104334_1.raw (F3),Area: posneg_MZ25_36_25230104334_2.raw (F4),Area: posneg_MZ25_36_25230977231_1.raw (F5),Area: posneg_MZ25_36_25230977231_2.raw (F6),Area: posneg_MZ25_36_25231053631_1.raw (F7),Area: posneg_MZ25_36_25231053631_2.raw (F8),Area: posneg_MZ25_36_25231493132_1.raw (F9),Area: posneg_MZ25_36_25231493132_2.raw (F10),Area: posneg_MZ25_36_25231779233_1.raw (F11),Area: posneg_MZ25_36_25231779233_2.raw (F12),Area: posneg_MZ25_36_25240047631_1.raw (F13),Area: posneg_MZ25_36_25240047631_2.raw (F14),Area: posneg_MZ25_36_25241550131_1.raw (F15),Area: posneg_MZ25_36_25241550131_2.raw (F16),Area: posneg_MZ25_36_25241552631_1.raw (F17),Area: posneg_MZ25_36_25241552631_2.raw (F18),Area: posneg_MZ25_36_25241554131_1.raw (F19),Area: posneg_MZ25_36_25241554131_2.raw (F20),Area: posneg_MZ25_36_25241560631_1.raw (F21),Area: posneg_MZ25_36_25241560631_2.raw (F22),Area: posneg_MZ25_36_25250093831_1.raw (F23),Area: posneg_MZ25_36_25250093831_2.raw (F24),Area: posneg_MZ25_36_25250108136_1.raw (F25),Area: posneg_MZ25_36_25250108136_2.raw (F26),Area: posneg_MZ25_36_25250975931_1.raw (F27),Area: posneg_MZ25_36_25250975931_2.raw (F28),Area: posneg_MZ25_36_25251285334_1.raw (F29),Area: posneg_MZ25_36_25251285334_2.raw (F30),Area: posneg_MZ25_36_25251386131_1.raw (F31),Area: posneg_MZ25_36_25251386131_2.raw (F32),Area: posneg_MZ25_36_25251400831_1.raw (F33),Area: posneg_MZ25_36_25251400831_2.raw (F34),Area: posneg_MZ25_36_25251700131_1.raw (F35),Area: posneg_MZ25_36_25251700131_2.raw (F36),Area: posneg_MZ25_36_25251906231_1.raw (F37),Area: posneg_MZ25_36_25251906231_2.raw (F38),Area: posneg_MZ25_36_25252083431_1.raw (F39),Area: posneg_MZ25_36_25252083431_2.raw (F40),Area: posneg_MZ25_36_25260053133_1.raw (F41),Area: posneg_MZ25_36_25260053133_2.raw (F42),Area: posneg_MZ25_36_25260285242_1.raw (F43),Area: posneg_MZ25_36_25260285242_2.raw (F44),Area: posneg_MZ25_36_25261136032_1.raw (F45),Area: posneg_MZ25_36_25261136032_2.raw (F46),Area: posneg_MZ25_36_25261211132_1.raw (F47),Area: posneg_MZ25_36_25261211132_2.raw (F48),Area: posneg_MZ25_36_25261284831_1.raw (F49),Area: posneg_MZ25_36_25261284831_2.raw (F50),Area: posneg_MZ25_36_25261810039_1.raw (F51),Area: posneg_MZ25_36_25261810039_2.raw (F52),Area: posneg_MZ25_36_25270020731_1.raw (F53),Area: posneg_MZ25_36_25270020731_2.raw (F54),Area: posneg_MZ25_36_25270595638_1.raw (F55),Area: posneg_MZ25_36_25270595638_2.raw (F56),Area: posneg_MZ25_36_25270693831_1.raw (F57),Area: posneg_MZ25_36_25270693831_2.raw (F58),Area: posneg_MZ25_36_25270803931_1.raw (F59),Area: posneg_MZ25_36_25270803931_2.raw (F60),Area: posneg_MZ25_36_25270968333_1.raw (F61),Area: posneg_MZ25_36_25270968333_2.raw (F62),Area: posneg_MZ25_36_25271191931_1.raw (F63),Area: posneg_MZ25_36_25271191931_2.raw (F64),Area: posneg_MZ25_36_25280384031_1.raw (F65),Area: posneg_MZ25_36_25280384031_2.raw (F66),Area: posneg_MZ25_36_25280538631_1.raw (F67),Area: posneg_MZ25_36_25280538631_2.raw (F68),Area: posneg_MZ25_36_25280599031_1.raw (F69),Area: posneg_MZ25_36_25280599031_2.raw (F70),Area: posneg_MZ25_36_25280740431_1.raw (F71),Area: posneg_MZ25_36_25280740431_2.raw (F72),Area: posneg_MZ25_36_25281070133_1.raw (F73),Area: posneg_MZ25_36_25281070133_2.raw (F74),Area: posneg_MZ25_36_25281097731_1.raw (F75),Area: posneg_MZ25_36_25281097731_2.raw (F76),Area: posneg_MZ25_36_25281885731_1.raw (F77),Area: posneg_MZ25_36_25281885731_2.raw (F78),Area: posneg_MZ25_36_25371469831_1.raw (F79),Area: posneg_MZ25_36_25371469831_2.raw (F80),Area: posneg_MZ25_36_25371523931_1.raw (F81),Area: posneg_MZ25_36_25371523931_2.raw (F82),Area: posneg_MZ25_36_25371729131_1.raw (F83),Area: posneg_MZ25_36_25371729131_2.raw (F84),Area: posneg_MZ25_36_25371767632_1.raw (F85),Area: posneg_MZ25_36_25371767632_2.raw (F86),Area: posneg_MZ25_36_25380127633_1.raw (F87),Area: posneg_MZ25_36_25380127633_2.raw (F88),Area: posneg_MZ25_36_blanco_1.raw (F89),Area: posneg_MZ25_36_blanco_2.raw (F90),Area: posneg_MZ25_36_expQC_1.raw (F91),Area: posneg_MZ25_36_expQC_2.raw (F92),Area: posneg_MZ25_36_expQC_3.raw (F93),Area: posneg_MZ25_36_expQC_4.raw (F94),Area: posneg_MZ25_36_expQC_5.raw (F95),Area: posneg_MZ25_36_expQC_6.raw (F96),Area: posneg_MZ25_36_expQC_7.raw (F97),Area: posneg_MZ25_36_expQC_8.raw (F98),Area: posneg_MZ25_36_expQC_9.raw (F99)
,74453.2327288069,78707.4476648715,1126508.61613509,1257235.79262368,87644.109141095,69510.6779455612,222134.294432947,159362.320476982,595192.7131,610711.252482446,100104.767198656,57720.178818423,407486.150410856,403904.699645523,1870205.87135135,1738913.9192858,2886523.51776969,268324.07747396,5107681.70431648,6209402.65936023,136091.715146069,82285.7833160409,194486.191584263,173349.806963329,384513.00808406,493018.270138782,4783750.83089258,4557059.0094675,2515463.07518267,2252266.75058153,5020214.29988138,5202086.67429753,529761.865527309,521031.531879986,106075.296546122,93445.1709809427,119298.762655461,168279.192139961,448344.487956105,66121089.909286,1020116.71789547,844876.285316338,56934.814689014,2395627.78960337,97210.9152809873,106442.105029591,3727818.2299653,1532787.53127119,177789.847566793,1028660.60307351,109940.450455717,188295.97333324,108078.093027918,106203.316211907,72692.9058415958,54863.8945613168,57543.1075615393,2923975.29685334,4754906.10500499,4483779.22450569,245477.384427584,342907.351529092,403463.854398301,97004.4600673962,101783.881517605,65940.2295260661,227039.442494051,219731.733125088,755334.469414625,826910.86662812,35334.9036719156,34868.0099201673,41316.2456283559,39925.7375586328,101640.92166844,39921.2922587641,645751.156702362,581733.723917879,8020561.59589915,9082836.39981174,382440.88270255,273306.571767778,87137.2602381653,197956.870592324,1671648.3098762,1917657.95017511,832276.79510681,896504.606061255,28181.5848141959,36620.6934260648,208777.884959661,209825.260021527,181740.533174209,223824.258260873,210869.039877118,228447.361464509,227804.249384462,255594.321260975,4092808.80222647
,74453.2327288069,78707.4476648715,514032.094952848,1257235.79262368,87644.109141095,69510.6779455612,222134.294432947,159362.320476982,595192.7131,610711.252482446,100104.767198656,57720.178818423,407486.150410856,403904.699645523,1870205.87135135,1738913.9192858,310151.716119535,268324.07747396,5107681.70431648,6209402.65936023,136091.715146069,82285.7833160409,194486.191584263,173349.806963329,384513.00808406,493018.270138782,4783750.83089258,4557059.0094675,2515463.07518267,2252266.75058153,5020214.29988138,5202086.67429753,529761.865527309,521031.531879986,106075.296546122,93445.1709809427,119298.762655461,45017.3602125461,75054792.5877056,66121089.909286,323341.580040869,269459.639814468,56934.814689014,2395627.78960337,97210.9152809873,106442.105029591,3727818.2299653,1532787.53127119,177789.847566793,1028660.60307351,109940.450455717,188295.97333324,108078.093027918,106203.316211907,72692.9058415958,54863.8945613168,57543.1075615393,2923975.29685334,4754906.10500499,4483779.22450569,245477.384427584,342907.351529092,403463.854398301,97004.4600673962,101783.881517605,65940.2295260661,227039.442494051,219731.733125088,755334.469414625,1433244.38339019,38890.4309139228,40172.2384690398,66260.0993708356,39925.7375586328,84506.6543420525,54868.4703191224,645751.156702362,581733.723917879,8020561.59589915,9082836.39981174,382440.88270255,273306.571767778,87137.2602381653,197956.870592324,1671648.3098762,1917657.95017511,832276.79510681,896504.606061255,32921.6060517199,40447.3299304481,208777.884959661,209825.260021527,181740.533174209,223824.258260873,210869.039877118,228447.361464509,227804.249384462,255594.321260975,125757.973814003
Trigonelline(TRIG).HMDB0000875,814441.251525866,32531.691753283,286766.119791849,78621.1215940947,99008.9316699553,109326.09803877,187789.304818171,209201.922149858,161310.474196125,225192.476681076,686249.943054012,704569.737838547,433585.53230328,396713.122599064,587759.804673355,561528.732477584,1265423.38296566,1460997.08525231,1654497.01150602,1675149.17104055,1515753.41649875,1651415.2296727,829056.141730499,725198.216495172,470156.060293552,532419.023367017,46439.2848395918,668804.33703647,96952.4163491785,124756.602768897,1725456.01812069,1746435.06842627,667969.430014189,572585.914674988,261171.02139091,224758.565625416,236837.11549734,180015.920530611,29880.0582149034,394256.537546732,350455.350646653,314659.877121633,787558.012399713,759682.232951184,12687463.3424571,11931402.2398332,46157622.8848089,41118709.336053,805084.36415167,48928.3480136811,40599.9730549143,438301.644204188,175957.50272471,143790.010710974,27552229.5209653,27656180.6871253,76615904.472345,71958377.5566637,111710.311318478,112532.169034323,729594.000153346,724338.322052006,2821795.62106434,2581320.33226483,1858275.29273816,1822097.04217885,1192524.37718425,1195330.37984587,1949480.81799141,124361.121121808,1020144.51616411,929575.281235082,37646015.7155196,37922302.7200721,11224915.6763954,11614191.0311622,45763.2254560841,329433.27734038,122980.091511003,93734.2601072645,1474715.15836569,1583540.60897415,124714.842848608,142869.12921971,638904.087854225,30146.1976184623,775598.974776595,791888.812452826,125558.377939098,87358.4946098103,5265615.32932843,5176882.49710254,5278119.84893894,5426056.4493284,5310048.7516601,5285785.08036649,5364108.57142242,5560942.01170207,5417979.58409104
Desmethylmisonidazole,18501.3794275578,17206.4586144526,19093.0613764392,17635.658844691,18233.0769027468,16652.7705751224,18303.9356150253,17535.0941605993,153868774.938316,179731814.7334,16994.6486286137,17034.3595652782,17004.988439552,17446.0019189389,17556.5218206225,16980.6547630596,17297.5738094914,16304.2571552873,16414.3203286691,18751.7229766422,16779.0334180653,17452.0662472029,19081.2404841542,16703.4376536791,18357.1302547934,18253.310158373,18000.3643589239,18215.1131916845,16798.4831476737,16148.2095487746,17096.5408579684,17216.2925556545,17367.8134564569,17615.1517094892,19048.8740058732,16327.8881856237,15983.0401547754,16674.3165170741,15999.2083006097,15358.8225921231,154740702.521117,151046448.785957,17225.1827931921,16906.0426368797,17499.2893739234,17077.3714600548,17320.472003038,17694.2760931165,17142.6035234532,16286.4154538971,17360.060548511,17795.3081431673,17647.5849452438,16735.5100635715,19029.1257366081,18683.937716728,17756.9147124726,18123.5885059158,17690.9764909254,18666.2569361078,16431.7491108601,16504.2330877216,16624.3986580157,16847.3489983088,16667.1153263704,15970.4997175818,17968.6132327997,17079.6895745682,17478.0397244078,17409.9932790136,18711.3261508899,16806.5266777659,19642.8892993388,15914.5374745043,16130.0162746273,16281.9281148094,17179.9276753594,16081.5722747757,18244.6969866991,16852.9679656102,16594.3172954756,15382.7448107149,18122.1613886057,17127.0066659502,18072.1856096549,19003.2783164297,17609.8755035587,17394.278393337,15326.2991375735,17141.2565873104,6537716.84029578,6430214.70906998,6653158.64601933,6966903.05176634,7086395.18454539,7038744.03069859,6888775.39761375,7272525.28074841,7264600.6575737
(9Z)-9-Octadecenamide,502434.407202372,656163.059254139,1270365.54470605,848376.945775429,13617107.6561549,14104898.2429654,477713.806048273,762913.111490146,761654.72685202,667814.92761126,663294.444634083,651837.670290355,622240.422572361,903013.511237928,411988.263763813,715518.812560353,1013649.29336468,838505.709724417,693889.542573767,680709.07051371,970288.572618866,710123.791868332,774480.6538987,675592.825261083,655641.957258234,776219.536981397,466652.402079758,675831.545915502,1354265.44779789,417730.221153424,286161937.929342,8759112.52936943,53755008.472342,51875588.8144936,835719.196872925,689841.637258552,2315102.67417142,2358694.03164181,521415.133152425,703685.741859613,703097.36722684,726659.915493762,658608.018560072,702070.12115694,659792.309663732,806232.958547869,710402.874539453,755924.193305369,502693.920454768,640393.094772162,784244.573808994,804786.714887317,690338.229688798,593028.06439933,1091457.59363268,680274.174651741,1164404.5636799,809060.562193604,650863.544730599,806759.823268271,5317714.47562699,6389291.22700275,787267.842902545,744499.192677637,410328.608207686,760213.283356509,635238.357472795,724502.159757462,583059.240553625,473524.420033579,705703.086423052,835775.446560168,600500.023477915,641181.003723599,399922.60585775,756286.093621823,587495.78190704,732421.73415162,661750.210552597,663641.783914901,3138660.27264358,867704.159020236,630247.329844018,701416.569449799,818320.561743049,766889.47119031,622278.700632964,824174.533365663,953872.774648507,2392974.32673146,2142075.02109129,1954136.57572123,1535279.17679347,1271450.49085834,1342881.60892605,1401329.48693955,1485697.53953506,1180290.73032556,1209516.89312983
Taurocholic acid,1922701.08282906,2109143.568576,850498.909781908,856668.367369116,10395306.1374082,7513884.72621187,18680496.7494423,4005233.66399561,221492.103123358,224958.976381274,198317.454081443,187794.510534875,205662.763234041,209086.087888248,859244.413413886,678104.632455298,833867.846306669,881231.689883469,1936699.52644306,1787229.40449756,6432508.81302452,5384944.53610157,412043.49784371,651312.744046332,493116.52922689,490006.694880948,2712689.35881505,2027877.59850494,4156775.16665886,3863717.27309636,2175024.72179489,3046290.09200343,1009469.17427466,1142143.33689344,19841969.7657376,19779716.8034882,668130.674755036,669028.029103954,125897473.193773,111023808.012013,1353983.70842886,1369095.41276633,1368721.61014429,1316297.11333323,426055.905676239,463275.657687732,1887279.29162578,1952324.2618552,807795.274574518,684025.186544993,777005.026467998,709400.355146263,5193254.07889717,3891074.212687,8438999.07584246,10040723.4098767,2510679.44682279,1391110.71975088,5785926.37159738,4085344.83229636,189842.267750551,262582.842560912,762352.657005227,630383.279424364,7511879.13372357,6770286.9052941,533708.480227748,607166.942826038,1315174.01919504,1300781.97940176,178981.518147698,188078.019458304,219892.959679897,203101.845986907,251865.717643807,196523.826063425,571462.350759887,856971.960481807,3431218.39677047,3666850.90060442,2190357.56075855,2762641.27593722,32561627.4116321,29176187.1948635,1367663.41904066,1417637.64686766,451131.998361623,435250.721839649,171118.792990266,191487.019660827,4063621.32510373,3908763.46159891,3948029.01496154,4107265.76741524,4217551.69622164,3284023.14344639,3235770.43350451,3258816.55803324,3570825.29202838
Tributyl citrate acetate,411401812.278142,448260032.943826,421280851.359504,447304557.150475,331347706.311071,300202871.543383,368462314.455563,299296803.238423,295591481.704131,477195264.81139,475706928.594298,418212906.267598,466166022.305941,333973229.75023,383780731.010356,476678699.668441,303666820.365741,350954812.224669,351468297.488844,474911051.440868,277984082.199039,521338893.707494,468185712.535066,330277153.409947,506558845.622998,510383145.936103,336328547.685722,457590706.699245,414014727.176869,345468521.465242,511939501.079008,479631240.903032,274782001.35405,277957396.835101,487404250.375442,505385902.161399,450158583.493679,360135219.265689,458008555.771909,354257618.473317,365260090.523529,361749057.178062,316177925.231587,289339390.246319,490130796.878217,456171496.273905,476483276.329762,282054981.59794,486072969.053711,479556873.604151,470224242.82744,493912332.853987,639771850.360416,766984008.514459,465629697.758849,342093284.1785,478616777.39658,395424654.299527,387427780.703274,501714214.942787,294378196.686809,265536623.092104,272989268.045926,295751987.324777,388030138.117751,328300769.302063,438268191.362877,437527995.565698,494580952.630441,332099052.669036,493161425.760045,466813504.991421,469807801.163414,290568422.912251,341698470.308559,545411663.765676,674292073.704952,576706343.594591,464317251.512142,469704073.99345,292215213.878092,288675330.785007,447510540.499896,446115339.435054,558599289.112564,510550463.14762,495116560.946096,475516626.093949,267244696.11994,519163343.837954,270225538.799781,286692440.695218,330217076.11626,360419603.917326,412143938.368732,460966453.030352,488524549.998265,458329202.907219,478854339.175714
2-Dodecylbenzenesulfonic acid,50362401.4382059,28905787.5650364,80853411.0486862,42794839.6346366,61951556.9116455,65851792.4521887,59565322.9592878,62664142.1797967,76621105.5015091,30971657.2116843,30520979.5521871,44261039.8820795,26911343.6327524,63612680.6328988,43136945.4943708,27726528.2452111,73441677.4514196,68777226.8352145,38336119.8112945,23268779.9165407,63876653.6713917,27144086.2769218,25005037.5074608,67924649.0399242,23894853.0311771,25091068.7144613,42592999.1619833,29694260.4895577,66794909.3404946,55817897.1741988,26630700.2054731,16111554.1198574,74785515.5470257,74392159.3545332,19317742.3694627,15871719.428126,65066196.6697259,70420687.4465531,30691373.760442,52305065.5258537,86834625.5633106,53810633.4816,65294342.6794364,73156001.8543616,18765952.4430735,26585069.4701339,19363373.0825547,75275344.0560944,55629811.1727526,16497494.0582682,16192711.4667044,24545420.5028347,56103094.4679764,25232730.8681057,31384836.4758433,51638116.7542076,30319392.2920487,49747523.5821818,35985200.5681055,17279646.5521617,72669703.827744,128766137.56144,74884483.9310406,75938466.5997065,57047752.0793608,68987120.8602664,28902876.4710281,43751055.2083631,27401564.5868756,42235871.1062883,25442610.4565275,17182729.114084,19067529.4021614,73240320.3042495,53655356.7514891,18260326.1793862,16780854.2530904,64176778.3335708,40878029.9541132,8187745.32777378,92591992.6688852,74398845.9965128,28036211.2775259,35836833.6248211,17029589.7900711,14056574.2679036,24973180.8456033,35268872.9022117,122144665.984157,7297014.91349451,103819431.321592,74515026.4025474,67008629.1531106,59980455.2316228,56786612.490241,27521306.505259,24942564.0004201,16781684.0389658,17737410.6274338
L-Lactic acid.HMDB0000190,1156896151.65295,1186453153.27978,435533425.419147,423294587.247587,973545602.843328,976853414.069664,439274611.359398,449881681.739251,258686820.889127,266528255.156633,443695368.850447,416894555.018918,229762649.400643,231923500.973402,262960322.359355,269721583.565969,321858122.300382,330413452.684906,526792243.757157,508638426.971082,480336810.821645,433924429.609851,328204635.23196,328001596.858845,686228591.838639,678492716.076157,453205152.791636,460672893.281258,443288986.412235,426068848.389808,393309068.127076,383538239.110026,254739354.864436,253435309.552134,335165596.611629,343050925.591723,313648869.607756,320923553.630722,645054008.692758,630598561.975474,437076233.498134,430391260.579769,257348677.285687,252388751.518645,218595091.456005,229039364.135595,369122449.211298,355715137.163315,479682749.395771,503246225.63406,486918371.905447,466152455.068273,235338699.654615,252743994.689458,518867251.510566,539811321.177253,479666399.345014,444578747.395751,579232121.098673,548837862.312063,466980871.495123,439279668.63192,273580702.686313,288229363.639603,491180659.914841,519801623.822106,242834014.495619,247360908.299547,1634615520.58584,1629615149.79567,226704465.010044,236706502.535886,342361280.94677,349683530.510004,374799537.210675,355753919.616045,723236916.870862,738342941.329261,447097164.761844,491672586.194907,411409576.054543,412696708.163933,446454427.17178,432397910.336244,870232142.499114,876941789.46426,401071253.74355,403154191.589432,17703985.472366,22131662.4621155,461311007.018771,508413998.104243,530081285.157127,487769322.761475,472382735.943836,469556028.331704,509402970.662223,489241848.942478,487450711.534703
,328955193.063266,259472569.108447,264423677.553661,275310798.39357,374010790.078513,237378325.83264,418807785.783232,228408413.587939,232566961.594033,263856946.897966,264519117.80347,329099392.042049,265474136.121768,206686082.216447,357156803.916027,315059224.131328,222289061.442647,207254971.593793,198215423.996494,319856868.683971,166531116.014874,270426259.457343,264772212.439512,190967817.527338,264322801.070366,256429067.768991,451681786.989401,302152036.588299,344271881.800955,394193802.956694,249638542.110702,354648759.354611,171147963.63081,167980506.310903,243702077.999088,297348012.241079,352642354.250934,321970422.032713,286873500.146711,191843617.606104,233937939.787135,200800251.004556,231649762.864537,199369452.964303,303422456.275857,278907301.296023,318998719.641424,166300268.170569,345550570.414411,300872348.7321,288761185.355621,258338023.362795,382837549.290931,261088930.221724,264618993.463923,221246904.433689,324271334.470913,361396327.048539,365825598.020506,257561799.378664,247117156.538921,174605554.261109,163535759.645769,248502909.56261,450857660.353609,211556827.05391,302398684.182438,369733522.335961,296726280.745178,440875547.328668,243972865.748519,251827239.927837,334246539.668068,195078932.647198,434237087.153182,330350768.230249,239864440.291063,217649503.569329,278403669.632219,294429325.040924,186440435.055261,184176847.978282,298068684.732685,281503942.275373,346910301.728602,334861768.430911,236399131.92901,276271076.874292,191968741.261486,295001961.145077,179448971.50921,168020092.565133,229871116.777574,309458850.847193,314135444.035499,267696253.05158,266350188.924023,356449160.270832,314289618.224263
,199005101.201747,178791438.331738,204877830.091975,178440476.665824,203574118.445618,200733733.881589,218817955.964734,215369110.11712,380925247.151263,542223157.712441,174656400.42872,181238951.959237,435517134.144479,198976117.041225,198218082.528838,200919092.993099,208502492.419152,202695185.782131,197261292.890149,195041616.960321,214992659.373194,175728222.992554,238784927.631741,218848367.536779,200966601.30312,204613938.424499,205771092.53514,200448484.04652,204615154.500746,199387446.278303,204249310.029863,192642584.957329,207936959.508421,207119999.735972,525986584.706944,228010617.212204,191451883.743561,254891367.19151,184497558.868384,198218034.055504,203517730.384811,91265701.9243035,173970666.90791,492543741.601483,407965235.875657,191356314.892207,215129948.93829,197563088.135577,174231917.470954,202295699.846053,453306883.343492,228069779.576535,206420609.374701,212508521.175461,176221208.991649,204742273.455865,149290426.950442,509811712.352849,204240321.121173,211318474.029505,199559730.578143,220232857.599722,207383004.95401,202164042.019855,194186908.728617,429542535.06427,185717523.419803,220155288.947989,197002298.830311,211280597.885757,212517278.297439,213077204.684723,162981402.867197,205351064.61406,197077791.117033,202463344.682717,214787675.890072,130506646.145235,310333588.160149,207885179.123751,187407349.140338,193891634.502522,198001144.076756,185006568.653307,208131036.35344,192596236.941586,221778977.750086,181594181.660015,163229680.597552,184773065.521559,197203662.332486,219429758.300273,233651837.13786,212839099.913738,188479935.350846,182845892.454873,205326255.509686,507701547.962572,184996828.655505
Citric acid.HMDB0000094,3933140.53490833,3726553.18849909,4617320.38972964,4206463.39614683,4645259.79648182,4518158.00555639,4201582.85642573,3767796.34580229,2811621.31679764,4931791.01054063,3952347.66542634,819638.708194521,5790502.28201872,5136942.72178031,5043564.80772286,6903617.19625953,13098030.4987686,7687197.28597352,6421284.74400086,9959663.99072095,5917181.33543777,4961215.94694751,4829993.16690551,4938535.50422885,7982513.39347207,3946597.72718499,5976282.72179593,6728302.50214859,4666179.61618611,4660602.22535737,5626546.00680065,5645577.46851293,2863892.73043951,3114390.38522064,5880220.32244364,4397704.68195357,4598598.0677754,6363455.69191723,4959149.77068049,2900260.37050929,3759119.34782093,4359684.02035104,3049528.72237839,3047894.30787856,4838362.66686341,2453725.41941151,3065667.9803118,2035494.28698162,3497240.68355966,4613315.19367644,4377242.64447442,5188289.65658969,4430940.90304569,3233084.77068537,6539855.09915917,6989026.99995875,4629410.42544604,5045310.11930035,4188435.97791962,3723451.22624703,3764126.63600485,2565267.74352661,2639824.46465168,2301583.91359246,5418007.83065372,4961542.93801681,2736791.2396468,2633388.44935354,6749508.47046811,4796601.17291125,3691190.03251856,5188281.8357212,9021853.63406704,9103951.17330068,4465613.86410533,4579240.8447857,3785144.7990047,4661296.81179042,4905671.12162407,6444487.37993089,2776092.42689867,3621058.68735137,5599715.19650392,3098563.9939624,9924404.51625294,9200891.62366009,5162183.30203491,5012827.66963152,713732.610445894,1678006.90392335,3083123.54922871,4472274.22766126,5776458.81731914,6232770.65918885,5087985.09493501,5947196.85166001,5947405.74717648,4011208.71502407,5325005.16991931
glutaral,643017023.811774,637839583.966838,608857897.950542,578156595.253511,511141973.911287,491561197.155086,509214846.333658,482667588.580934,643376094.786997,662485837.641631,564651465.103278,556084928.042257,592550170.524218,601520954.587259,647087425.154611,603456171.935401,664625693.293918,692186165.647679,570846985.392315,562425551.806297,760112312.044475,798297158.914397,528792058.756995,495548100.783507,543401685.973497,584955982.985563,712225233.706725,702150292.090455,593808829.926082,577336924.484416,720719368.947503,723927593.385579,589635479.440545,584721339.322868,445097982.54775,436527153.47228,643632636.94276,619336579.281681,484302992.63832,480411665.139986,557265224.658832,561391909.960184,489359799.44628,479713531.887171,565127447.88244,557507961.4546,506828963.592956,472653503.380691,450227124.530334,455971250.568071,510487216.410809,509940985.895786,489958268.164921,486855624.994994,631728179.046763,644342275.593304,508887597.949,517455550.171418,524869257.373321,509030947.307015,609024496.040632,561032064.900364,550036784.413802,526195174.309732,596044392.26434,588003422.435584,758229907.526398,801362734.032045,587841627.664104,603667792.184349,644207139.927519,577736231.32817,513993442.359234,515783567.514357,659447252.72441,709875671.343563,603492702.689819,580345428.325898,683052496.380677,680836973.204092,747302191.006297,725482869.808641,524514225.455405,533990231.675193,453299147.297297,463961497.223408,552012438.803252,558692707.586409,64785307.6416283,33129241.1957985,544311438.68642,525227129.198702,558525124.033672,578342333.130663,561164840.964835,559298417.412419,557248827.710378,570800979.090044,547981875.89082
Creatine.HMDB0000064,151460261.658407,146652420.604043,166519944.650922,157100590.484525,116397311.594348,115242585.961564,291724383.186045,289097222.229668,233053065.445552,242620029.585251,112763265.034718,113252089.795054,264460885.033001,255732800.414904,166635905.118058,154190820.526372,141086459.152948,149735466.523763,121365151.119537,120485307.983332,153653116.321781,161770822.883262,186437809.949415,177860271.716707,81235783.3512058,84206164.5514288,172466533.899663,165359110.441884,90686182.9591148,85905497.1452651,127470516.112944,132905974.828826,54621351.7619935,54835633.1107593,227676496.676948,216530766.772421,205150564.231867,203546775.682871,220636323.60697,213525809.746193,126123226.192351,125607108.175262,58093652.5914169,57390944.9883726,58718155.1282724,57825937.3218374,26116668.6492551,24165759.3828214,104463184.815013,106167754.158741,187178585.823623,189445865.727549,71539167.4381708,70940012.8183905,28806049.950754,29451417.1764231,40012370.2733675,39965335.4659122,134031697.25129,126904661.843439,136574132.583392,139814806.434195,150767872.249098,148370239.804142,109395055.295492,108534141.537111,184409452.149995,195448495.496922,169009158.870044,169546641.143277,128709365.298117,120545530.129484,466985992.01839,451181990.025835,48242383.8453833,50999964.3001907,316990609.937496,317424590.071126,115726583.996723,118524624.326897,143539335.661812,136960297.434578,181258638.923014,177996510.199067,280644575.037637,295114449.060248,33100170.8532743,32843951.3184178,29697.1792188079,15854.1707132662,136002513.148641,137787452.925251,146858703.974163,138287180.817917,139781265.867968,138285039.892577,138778880.598035,142998887.75411,138594422.457728
2-Methoxy-5-sulfobenzoic acid,4380261.21161092,4542364.61707246,1072567.69959858,961043.045206113,1525320.70613487,1524395.85525847,1920995.74555738,1835486.3341016,869863.575814786,978813.039355703,522057.411716406,503683.52172369,12323237.5806124,10802042.2443868,497781.434009058,535863.843020889,538139.112862389,897051.723826066,755566.379087078,899175.175888121,640346.715957096,534865.012499008,434724.747333679,419597.911452324,619918.199873802,558917.168972201,798927.917414507,828233.859400102,683195.824584706,649856.987548238,574766.510675666,452975.17334848,534576.566572206,582748.770328656,1346680.597476,1187167.09180353,624864.152151315,514897.755340679,144265878.826343,138380461.174018,139019332.855743,142856171.750015,443222.943518966,611688.632235513,348725.718999594,869814.419426175,853661.431510462,771544.722301742,418522.563319468,475990.339943695,6176469.43875254,5790416.11310973,1420906.71017496,1396114.76776292,14773568.3524057,14239384.9326821,4700017.01232077,4227328.94267012,800369.509158737,545926.102217179,756732.434181394,690144.757029477,666097.063461724,469828.805717089,2205904.99405449,2293610.97494491,2706003.54022178,2621486.50068276,777763.750338447,805420.063381452,387289.482151772,454402.225442867,1172947.84177274,842393.909108343,508122.612476698,529931.438812049,7053211.96347293,6824902.59627943,4613292.30743939,4541608.68877687,563874.367912932,587411.670418788,738228.160672534,440623.626454424,6874392.73486864,6825812.8304258,574946.413437364,443271.888993526,499512.472465507,131845.504325559,12818314.7339663,13959620.1300472,13851223.95628,14242707.5028508,13734187.4073887,14214155.1961149,14862911.2996834,14868627.1877467,14461122.5167756
